shares,category,weekday,num_videos,num_imgs,num_keywords,n_tokens_title,n_tokens_content,kwshares_avg
5100,world,tuesday,0,1,10,13,303,2221.9492
492,entertainment,tuesday,1,1,7,18,249,3057.2141
1800,entertainment,tuesday,8,6,8,13,1896,2545.0125
3900,world,tuesday,1,5,9,13,119,4907.7891
1800,tech,tuesday,1,1,5,9,509,2485.5869
1300,tech,tuesday,0,3,8,11,481,2581.5537
1400,world,tuesday,0,3,9,10,417,3073.8188
1800,world,tuesday,0,20,10,9,301,4974.5029
1900,entertainment,tuesday,5,1,4,13,308,2501.3098
1500,tech,tuesday,0,2,8,10,324,2441.2773
822,world,tuesday,0,3,10,10,850,2000.3512
2500,lifestyle,tuesday,0,20,8,8,957,5468.2705
6600,tech,tuesday,2,1,7,12,212,2693.0876
2000,business,tuesday,1,12,10,7,136,5175.2036
989,tech,tuesday,0,4,10,13,501,2740.1409
1700,world,tuesday,0,1,8,15,390,2492.8733
20200,business,tuesday,0,1,8,9,866,3338.9009
693,world,tuesday,0,2,7,8,499,1943.6168
2600,world,tuesday,1,10,10,10,132,5129.0356
10600,world,tuesday,1,0,9,12,0,4995.2368
570,world,tuesday,0,1,9,5,475,3135.8623
3400,socialmedia,tuesday,1,1,9,14,287,2150.4976
4000,world,tuesday,2,10,7,9,229,4418.8496
3600,business,tuesday,0,1,6,11,940,3841.679
1100,world,tuesday,1,1,6,10,272,1749.0861
3800,business,tuesday,0,1,10,11,944,3645.2825
648,business,tuesday,0,1,5,10,197,2480.1252
2100,world,tuesday,0,1,7,10,428,2135.6582
1700,world,tuesday,1,8,6,12,731,2456.4521
6900,tech,tuesday,1,2,6,10,404,2688.6785
2400,socialmedia,tuesday,1,2,6,8,383,2447.876
2400,tech,tuesday,0,1,5,10,288,4048.3848
2000,world,tuesday,2,0,10,9,130,5305.4189
773,entertainment,tuesday,0,16,6,9,242,4247.4521
1500,tech,tuesday,0,2,10,16,749,1930.6448
2200,tech,tuesday,1,2,7,10,255,2657.2607
1200,world,tuesday,0,1,6,10,505,2639.2314
900,world,tuesday,4,2,8,12,992,4346.3276
1600,business,tuesday,0,2,7,13,1070,3184.4978
1200,business,tuesday,0,1,5,13,239,2812.665
851,business,tuesday,0,1,5,11,339,2401.7571
841,entertainment,tuesday,1,3,6,12,166,4294.4307
1600,world,tuesday,2,1,4,12,1219,2138.1543
1900,socialmedia,tuesday,0,1,5,9,301,3523.2402
10500,tech,tuesday,0,1,8,9,325,3110.5796
2500,entertainment,tuesday,0,1,6,13,335,3371.0471
707,business,tuesday,1,6,10,14,256,3220.2759
8100,world,tuesday,2,0,8,10,97,5135.8438
1000,business,tuesday,0,1,4,11,145,2637.3826
759,business,tuesday,0,1,5,7,287,2037.5172
1100,world,tuesday,1,1,5,11,600,2599.8064
987,entertainment,tuesday,0,1,8,16,359,2364.5671
1700,business,tuesday,0,5,7,12,410,2904.6997
1300,tech,tuesday,2,1,9,13,698,2448.4668
3300,tech,tuesday,0,1,4,12,482,2562.5811
1600,tech,tuesday,0,1,9,11,657,2912.2402
989,world,tuesday,0,10,5,9,167,4787.0981
1200,world,tuesday,0,1,4,10,289,3275.1257
964,world,tuesday,9,1,4,9,624,2092.5791
993,world,tuesday,0,1,5,10,304,2615.2104
5200,business,tuesday,1,0,6,10,428,2963.1211
621,entertainment,tuesday,1,1,7,13,355,2805.0444
930,world,tuesday,2,13,10,10,1891,1937.8311
1400,lifestyle,tuesday,1,2,8,11,395,3079.4395
2100,tech,tuesday,0,1,6,12,314,4124.3335
33100,world,tuesday,16,0,8,15,196,5048.8447
2000,socialmedia,tuesday,1,2,10,7,165,2967.7803
826,entertainment,tuesday,0,1,7,12,351,2544.3345
847,tech,tuesday,0,2,8,8,727,2115.449
2400,tech,tuesday,2,2,7,11,374,2990.7026
8000,entertainment,tuesday,0,2,8,10,247,3592.2612
1200,socialmedia,tuesday,0,1,8,9,208,3520.7612
864,world,tuesday,1,1,10,13,189,3015.4927
2100,world,tuesday,3,5,10,8,960,2175.6338
12200,tech,tuesday,0,3,10,12,290,2773.2175
1400,socialmedia,tuesday,7,1,4,10,1091,3237.4929
3900,entertainment,tuesday,0,2,7,11,492,3364.1282
2000,socialmedia,tuesday,1,1,4,12,648,3121.4404
960,entertainment,tuesday,0,2,7,7,206,3348.4646
596,tech,tuesday,0,1,3,11,521,3213.9277
12200,tech,tuesday,1,7,9,12,413,2916.175
860,entertainment,tuesday,1,17,5,12,1390,2716.3806
9000,world,tuesday,1,3,10,11,1005,2074.4207
39000,entertainment,tuesday,21,0,9,10,737,3839.5974
1500,business,tuesday,2,0,8,11,138,3988.1233
500,business,tuesday,0,1,6,10,376,2768.2729
731,entertainment,tuesday,0,1,8,14,309,2645.9688
2200,world,wednesday,1,12,10,8,888,3656.2278
2200,socialmedia,wednesday,2,2,1,11,924,3352.1936
1200,business,wednesday,0,2,5,8,386,2467.9795
105400,world,wednesday,2,0,10,11,344,5036.5308
3400,entertainment,wednesday,0,1,7,14,252,3023.3716
2000,entertainment,wednesday,0,6,6,14,443,2919.3127
1600,tech,wednesday,1,1,10,9,481,3135.6306
2800,tech,wednesday,1,2,8,10,282,2621.8516
9800,world,wednesday,1,11,10,9,235,4821.5957
1600,tech,wednesday,0,2,8,10,331,3271.9546
1100,business,wednesday,0,1,6,10,281,2914.2314
2700,socialmedia,wednesday,0,3,10,13,673,4456.8823
1300,world,wednesday,0,2,9,12,575,1735.9939
524,entertainment,wednesday,1,0,8,11,0,5116.7314
888,world,wednesday,1,1,4,13,1129,2373.5493
769,world,wednesday,1,0,7,11,0,4210.7148
574,entertainment,wednesday,0,2,5,10,313,3375.9509
1500,world,wednesday,0,1,9,10,406,2277.5034
1800,world,wednesday,0,6,8,10,1033,2796.7302
876,business,wednesday,1,1,10,10,1162,2420.3564
821,world,wednesday,0,1,6,12,689,2485.8286
681,world,wednesday,0,1,4,12,141,3238.5647
1600,world,wednesday,0,8,10,11,844,2120.5464
3400,world,wednesday,1,7,10,12,240,4044.9265
744,world,wednesday,0,1,8,9,686,2732.3701
2000,business,wednesday,0,1,3,13,420,3091.5693
10900,world,wednesday,2,18,7,12,283,3713.3994
971,lifestyle,wednesday,1,16,9,8,376,4594.3135
1600,business,wednesday,1,1,10,11,430,2383.6218
448,entertainment,wednesday,0,2,6,11,838,1914.871
128,lifestyle,wednesday,0,2,7,13,517,2712.54
3000,socialmedia,wednesday,0,1,6,10,1728,3869.9722
2200,world,wednesday,2,0,10,11,295,4494.1987
26700,world,wednesday,2,8,6,8,677,3643.3774
25900,business,wednesday,0,3,6,8,975,5570.1157
10800,world,wednesday,0,8,8,8,140,5346.6094
3100,world,wednesday,2,1,5,11,1266,2768.3618
1300,world,wednesday,3,2,6,11,672,1767.348
1200,tech,wednesday,0,2,9,9,667,2466.5796
1800,entertainment,wednesday,0,2,7,11,327,3278.6602
5400,tech,wednesday,4,4,6,11,2330,2484.2092
3100,world,wednesday,0,9,8,12,1251,2649.3428
832,world,wednesday,0,1,6,10,280,2200.1106
1200,business,wednesday,1,2,8,12,193,2923.2104
478,world,wednesday,1,1,10,11,821,1946.4037
1400,tech,wednesday,0,2,6,8,280,3083.9248
1200,lifestyle,wednesday,0,2,7,11,298,2692.8777
1600,lifestyle,wednesday,0,1,10,11,442,3679.8857
1700,business,wednesday,5,2,7,11,1794,3169.2954
787,tech,wednesday,2,0,10,7,153,3883.4065
2000,world,wednesday,1,6,6,11,395,4772.6943
3000,entertainment,wednesday,1,23,9,11,681,2909.5247
1500,tech,wednesday,0,2,8,10,432,1800.9722
1100,business,wednesday,0,2,7,7,655,2778.95
6700,world,wednesday,2,3,8,12,1020,3063.2451
1200,world,wednesday,1,2,7,11,545,1756.2898
709,business,wednesday,0,1,6,12,459,2959.0051
965,business,wednesday,0,2,10,13,610,2851.9841
865,world,wednesday,1,0,7,12,214,2543.2522
1100,world,wednesday,0,3,7,10,582,2370.5225
2900,tech,wednesday,1,3,10,8,429,2648.9951
858,world,wednesday,0,2,10,9,682,1627.8668
558,world,wednesday,1,8,7,11,144,4193.1777
572,business,wednesday,0,1,8,11,579,1986.6647
3700,lifestyle,wednesday,0,11,8,9,580,5634.6147
1300,socialmedia,wednesday,0,2,6,10,291,2937.4805
1100,world,wednesday,1,2,10,8,822,1779.2134
844,world,wednesday,0,2,5,8,327,2624.4368
3100,business,wednesday,10,1,7,12,918,2999.8064
2800,socialmedia,wednesday,1,1,9,15,153,2936.6162
625,business,wednesday,0,2,5,13,206,3038.0662
1400,world,wednesday,0,1,8,10,292,2110.1467
941,world,wednesday,0,7,5,6,29,2154.761
1100,world,thursday,1,11,10,12,1506,2120.2078
39300,world,thursday,2,2,7,8,154,3675.2168
1400,business,thursday,0,1,7,11,405,3172.0349
2100,world,thursday,0,1,9,12,855,1704.2457
3200,lifestyle,thursday,1,1,7,12,490,2547.303
3900,tech,thursday,0,1,9,10,231,2957.397
1200,entertainment,thursday,0,8,4,11,649,3165.666
2400,tech,thursday,2,3,10,10,1155,2498.4941
1700,lifestyle,thursday,0,23,8,8,1556,3911.2417
807,world,thursday,0,1,10,11,343,2622.429
707,world,thursday,0,1,7,9,848,2087.8184
4200,world,thursday,0,1,8,12,502,3197.3669
797,entertainment,thursday,2,0,8,10,105,3803.6792
3400,world,thursday,0,10,9,6,116,5040.1011
851,world,thursday,21,0,6,13,713,4572.8945
3100,world,thursday,2,20,10,12,590,4918.3574
977,world,thursday,0,1,8,15,238,2144.7651
1400,entertainment,thursday,2,1,5,11,307,3218.9177
911,world,thursday,0,1,7,12,607,1965.2592
1100,entertainment,thursday,0,2,5,8,634,2364.0515
3500,business,thursday,1,2,3,7,153,3528.6169
2200,tech,thursday,0,5,7,9,357,2906.1406
1600,entertainment,thursday,1,1,5,11,228,2888.3813
1100,business,thursday,1,0,7,12,159,3196.0432
918,world,thursday,3,9,5,12,761,2776.8076
1100,world,thursday,1,0,4,8,253,3788.0808
5500,tech,thursday,0,2,7,8,190,2994.792
577,business,thursday,0,1,4,12,257,2979.4543
2100,socialmedia,thursday,2,0,10,11,106,3012.4939
3700,tech,thursday,0,4,7,8,1835,4202.3867
4200,tech,thursday,1,2,5,13,376,3480.5752
1200,tech,thursday,0,1,8,9,593,3565.5518
6300,tech,thursday,0,1,8,14,1022,2894
642,world,thursday,0,1,7,13,666,2350.0818
1300,world,thursday,0,9,6,10,1378,2730.5044
1600,world,thursday,0,2,7,7,802,2766.0144
3800,world,thursday,0,2,6,13,668,2182.0879
1600,entertainment,thursday,2,2,4,9,302,3139.7329
507,entertainment,thursday,0,2,6,12,311,4868.0845
1700,world,thursday,1,0,6,12,0,5633.3052
2300,world,thursday,1,1,8,13,1128,10484.423
1900,world,thursday,1,8,5,13,680,1976.2299
2600,world,thursday,0,1,7,13,734,2254.845
14100,world,thursday,2,0,7,13,803,2188.0098
36600,world,thursday,1,3,8,15,463,2332.3745
31900,world,thursday,7,9,7,11,2997,2188.0098
1800,world,thursday,1,16,6,10,0,1682.2311
916,world,thursday,0,3,10,7,616,1653.9038
1100,world,thursday,2,2,8,12,684,1707.3868
1400,entertainment,thursday,0,1,7,9,247,3331.0603
765,world,thursday,1,14,7,9,273,3750.0413
1400,world,thursday,0,1,10,13,459,1833.3695
6700,business,thursday,0,1,3,8,851,2938.0571
1300,tech,thursday,0,1,9,11,860,2802.1687
1500,world,thursday,0,3,10,9,543,1653.9038
2700,tech,thursday,2,0,5,10,158,3460.8862
1600,entertainment,thursday,26,1,7,12,751,3399.5015
960,tech,thursday,0,1,7,10,783,2855.8137
2000,world,thursday,5,1,7,9,472,3257.8401
1400,world,thursday,0,2,9,11,3547,1701.626
2400,socialmedia,thursday,0,2,8,14,321,2174.5408
1300,business,thursday,0,1,7,5,204,2613.5645
3800,business,thursday,0,1,7,8,801,3332.0647
1300,tech,thursday,2,0,9,12,226,3381.6145
1400,world,thursday,1,1,9,13,294,862.1084
909,entertainment,thursday,51,0,7,13,766,3253.0239
2000,entertainment,thursday,0,2,7,14,591,3003.0664
1000,entertainment,thursday,0,1,6,11,321,2631.7305
569,entertainment,thursday,1,2,6,10,1642,4226.4287
850,entertainment,thursday,2,3,8,11,1450,3165.3164
764,world,thursday,1,1,7,11,351,2150.8438
1200,business,thursday,0,1,8,6,292,2380.5884
1100,world,thursday,0,3,8,10,860,2602.0999
2100,world,thursday,0,10,9,8,206,4324.3394
1500,socialmedia,thursday,4,1,9,8,853,3009.8242
3800,business,thursday,6,2,7,5,1122,2962.8137
983,tech,thursday,1,1,9,11,309,1890.7319
2100,world,thursday,1,2,8,9,0,4552.4937
730,world,thursday,1,1,4,9,335,2851.8245
1300,entertainment,thursday,21,0,9,10,675,5322.0562
1800,business,thursday,0,5,7,12,1193,3390.6858
1200,world,thursday,0,2,10,10,800,2730.1069
1400,world,thursday,0,8,9,11,1151,1329.7904
990,entertainment,thursday,0,1,7,10,267,2173.3027
1800,entertainment,friday,0,2,6,12,1016,3371.5037
2000,world,friday,0,2,6,12,1360,2677.3809
4600,world,friday,1,3,10,8,1037,2848.6318
3800,tech,friday,0,1,6,8,462,2931.6196
1500,world,friday,2,1,9,12,1113,2088.9773
5700,world,friday,2,1,7,15,606,2431.9148
1600,business,friday,0,1,9,9,558,2666.0325
1300,entertainment,friday,0,2,7,11,216,3033.9683
1000,tech,friday,0,1,7,9,222,3187.0747
1500,tech,friday,0,2,7,9,175,3281.0627
844,entertainment,friday,0,14,6,10,212,2886.6328
573,world,friday,1,0,9,12,0,4025.4419
1400,entertainment,friday,0,1,7,13,433,1862.3488
1000,world,friday,0,5,5,7,492,2282.5425
1900,business,friday,1,2,4,8,439,3758.8936
882,business,friday,0,1,4,8,324,2437.9236
2600,business,friday,0,1,7,8,421,2978.562
1300,world,friday,0,1,9,9,351,2350.8484
2500,tech,friday,0,1,5,10,373,2675.02
7700,world,friday,11,0,6,13,160,6123.9854
1100,world,friday,0,1,5,12,805,2895.5769
750,world,friday,1,2,9,10,583,3005.1172
1100,world,friday,9,1,5,9,404,2911.1787
1400,tech,friday,1,1,9,10,381,2233.9238
3600,tech,friday,0,2,9,10,249,3175.5239
2600,business,friday,0,1,7,12,906,2489.238
870,tech,friday,0,2,5,8,264,6349.7075
4900,world,friday,1,4,10,12,1816,3008.5503
759,world,friday,2,11,9,7,550,1612.8989
1000,world,friday,0,1,6,11,1370,2677.3809
1300,world,friday,0,1,7,8,578,2269.2156
20000,business,friday,0,6,8,10,913,4207.707
1600,world,friday,1,1,7,8,652,2386.9609
5000,world,friday,1,17,8,10,303,3566.4404
2000,tech,friday,0,1,7,14,330,2770.8635
987,tech,friday,0,1,9,8,260,1934.6937
1500,tech,friday,1,1,7,12,413,2534.739
1600,world,friday,2,26,6,10,2793,3122.71
1500,world,friday,3,25,9,12,1440,3354.0449
1900,world,friday,0,21,6,13,337,3588.8511
945,world,friday,1,1,7,12,636,3416.4858
11100,entertainment,friday,21,2,4,14,530,2500.0632
854,tech,friday,2,1,10,9,118,3540.6697
1500,world,friday,2,0,10,8,105,3902.7151
1200,world,friday,1,1,4,8,241,4098.6274
1100,entertainment,friday,0,1,8,12,339,2714.3911
1400,world,friday,0,2,8,12,648,2706.8765
4300,entertainment,friday,0,1,7,12,390,3098.2568
1300,world,friday,0,3,6,5,731,2355.6641
3300,world,friday,21,0,9,12,666,5103.959
2600,world,friday,0,3,7,14,811,1426.4795
1400,tech,friday,1,1,10,9,352,2738.3337
6500,business,friday,0,1,6,15,592,3786.9036
709,entertainment,friday,0,2,6,8,865,3045.188
6000,entertainment,friday,1,1,6,15,273,4714.854
1100,entertainment,friday,0,1,7,7,242,3046.4841
2300,world,friday,0,2,10,9,156,2486.7212
1100,business,friday,0,1,8,11,919,2348.9443
1900,lifestyle,friday,1,2,8,10,235,2678.9875
1900,world,friday,1,20,6,7,290,4089.0037
928,world,friday,0,2,8,13,571,1903.027
1400,world,friday,0,22,10,12,1384,3154.5344
1000,world,friday,0,1,6,12,465,4322.1377
1800,world,friday,0,2,10,12,263,2675.0481
1400,business,friday,0,1,5,8,260,1708.1307
1800,tech,saturday,0,6,10,9,560,2560.3328
2300,business,saturday,1,2,10,11,541,3264.1721
3200,world,saturday,1,3,6,12,210,3975.481
820,world,saturday,0,1,5,6,62,3601.2712
1400,world,saturday,1,11,9,9,438,4607.0371
8600,lifestyle,saturday,0,11,6,11,396,5162.0894
780,world,saturday,0,1,10,9,770,2543.4753
2000,world,saturday,3,2,10,11,629,2520.8623
4400,world,saturday,0,1,10,12,619,2082.4331
1700,business,saturday,0,2,5,8,706,3503.6841
2000,world,saturday,0,1,10,10,444,1964.8765
43000,lifestyle,saturday,1,5,10,11,496,2822.833
819,world,saturday,0,1,8,8,1100,3868.4114
830,world,saturday,1,10,8,9,233,5564.5469
2700,world,saturday,1,25,8,15,3037,2654.6038
1700,world,saturday,1,1,10,12,436,2223.4331
1200,world,saturday,1,4,9,9,838,2546.0398
1600,tech,saturday,0,12,8,10,2094,2275.8159
4500,world,saturday,0,6,10,12,168,4591.8706
1100,world,saturday,2,1,10,13,434,2511.9268
2700,world,saturday,0,1,7,9,397,3030.2351
1900,world,saturday,0,1,8,8,1019,2794.3198
957,world,saturday,0,21,8,7,143,5312.1641
1800,tech,saturday,1,1,9,6,947,2281.4863
4300,socialmedia,saturday,0,1,3,8,355,3552.4944
4900,business,saturday,2,4,6,13,2791,5520.5029
1200,entertainment,saturday,21,1,5,9,721,4710.0234
3000,world,sunday,1,23,8,12,1234,2210.9336
1800,entertainment,sunday,1,1,5,10,235,2979.01
7200,tech,sunday,2,0,8,14,357,2779.1526
966,world,sunday,0,6,10,11,977,4016.1707
2700,lifestyle,sunday,0,11,7,11,402,5074.104
4600,lifestyle,sunday,1,15,8,9,463,4558.5205
1300,world,sunday,0,10,6,10,308,5842.416
5800,business,sunday,0,3,5,8,665,3342.8884
6100,socialmedia,sunday,0,31,10,8,1668,4113.5439
3400,entertainment,sunday,1,1,5,8,493,5257.146
3800,lifestyle,sunday,0,12,9,11,413,4567.1904
7000,world,sunday,1,3,10,14,220,3069.0969
1300,world,sunday,3,2,8,12,1050,1991.9204
2000,entertainment,sunday,0,3,7,13,802,2965.6804
9300,entertainment,sunday,0,1,6,12,1292,3731.9382
1100,world,sunday,0,3,10,15,1113,3379.7402
2300,world,sunday,5,4,6,8,3376,2938.7305
2700,world,sunday,2,0,8,12,651,2820.6565
3500,business,sunday,0,2,7,9,230,4327.8467
1300,business,sunday,1,0,6,11,304,5035.4795
3100,tech,sunday,0,0,9,12,312,2438.6016
2000,world,sunday,0,1,9,11,593,3158.5767
2300,lifestyle,sunday,0,0,4,13,226,3983.6406
3600,tech,sunday,1,4,6,10,393,3047.012
1200,world,sunday,0,1,6,13,1085,2564.6709
1600,socialmedia,sunday,1,0,8,12,217,4717.9053
1200,world,sunday,0,11,5,12,0,3108.9065
1700,world,sunday,0,3,7,12,357,3251.9248
3300,world,monday,1,3,9,12,670,1738.0568
1800,business,monday,0,1,10,8,788,2996.7048
17300,world,monday,1,15,7,8,256,4695.0269
2000,tech,monday,0,3,9,12,296,3217.8931
713,world,monday,0,1,5,10,790,2843.373
1100,world,monday,0,17,9,13,0,4152.3452
9800,world,monday,0,15,8,7,337,4804.3726
2000,tech,monday,0,1,5,12,377,2352.248
1800,tech,monday,1,1,8,10,239,3022.9099
1600,tech,monday,2,0,10,7,220,3051.5701
1700,world,monday,0,11,7,12,242,5226.9189
4900,socialmedia,monday,0,1,7,11,371,3386.8979
882,entertainment,monday,0,14,7,7,395,2778.3169
981,entertainment,monday,0,1,6,8,349,2928.6792
1400,socialmedia,monday,1,25,8,12,416,3313.292
1800,tech,monday,5,2,4,11,929,2428.9917
934,business,monday,0,2,5,13,193,2933.4221
6500,lifestyle,monday,0,8,9,10,255,4651.2295
18800,world,monday,1,1,5,13,317,2690.1826
2200,entertainment,monday,0,11,6,11,452,3095.4932
980,lifestyle,monday,0,2,9,9,716,2538.3987
409,world,monday,2,0,9,8,98,3892.5303
791,entertainment,monday,0,2,5,11,1049,2577.7532
821,business,monday,10,1,6,13,1182,3725.4504
1300,socialmedia,monday,0,1,7,13,501,2612.96
2800,socialmedia,monday,1,1,8,12,604,2274.75
4000,tech,monday,1,3,10,7,1247,3105.8127
2300,world,monday,0,2,6,11,1167,2330.978
2900,tech,monday,1,0,7,11,413,2384.8809
776,entertainment,monday,1,3,5,11,137,2895.8738
2100,world,monday,0,1,4,15,635,3053.9807
874,world,monday,2,0,10,12,145,3503.8823
928,entertainment,monday,0,8,6,13,0,2599.3557
2000,world,monday,9,0,7,13,388,4717.4673
1500,world,monday,0,3,10,9,456,2096.6082
731,entertainment,monday,2,0,10,11,172,3572.5378
1200,world,monday,1,0,7,10,0,4357.9507
877,world,monday,0,2,7,12,833,2173.8074
2800,business,monday,0,1,6,11,702,3817.8821
639,world,monday,1,1,8,7,819,2138.7664
2300,business,monday,0,3,6,9,856,3515.177
1500,business,monday,0,1,4,9,291,3369.0103
3700,lifestyle,monday,1,6,10,10,903,3594.6052
797,entertainment,monday,0,1,3,10,160,3507.1462
3300,tech,monday,0,1,7,9,617,3839.4392
2600,world,monday,0,11,6,11,0,4198.4121
936,world,monday,0,4,7,6,1013,2175.2002
3100,world,monday,1,0,8,11,0,5464.9683
2400,tech,monday,1,2,6,9,482,3086.4575
1000,entertainment,monday,0,2,7,17,643,1761.3318
4700,world,monday,1,1,10,11,878,2220.085
1000,world,monday,3,2,10,11,627,2266.4983
1300,world,monday,0,1,9,9,710,4077.0229
1700,entertainment,monday,0,1,7,7,488,2839.1179
3000,socialmedia,monday,11,1,10,7,1090,3238.8704
1100,entertainment,monday,0,1,6,11,323,2757.5681
3000,entertainment,monday,1,1,6,12,366,2836.918
3300,business,monday,2,10,10,14,4044,3346.6433
11300,entertainment,monday,0,2,6,13,404,2983.9766
834,entertainment,monday,0,3,6,10,963,3325.4419
939,world,monday,0,7,10,10,1097,2731.7307
2200,tech,monday,0,0,6,15,201,3130.573
1000,world,monday,3,2,6,11,932,2327.6841
2600,world,monday,1,2,6,11,936,2802.8425
1900,world,monday,1,5,7,9,921,2819.6448
727,world,monday,1,1,7,9,576,2295.9915
4500,world,monday,0,11,8,11,127,5786.2017
1100,tech,monday,0,2,7,10,253,2125.7961
1300,entertainment,monday,1,14,9,10,271,3750.168
4000,world,monday,0,10,6,10,370,4819.8574
849,socialmedia,monday,0,1,2,12,281,4043.9165
1200,world,tuesday,0,1,7,11,525,2329.9307
1900,tech,tuesday,6,12,10,11,2582,2236.0869
1000,tech,tuesday,0,2,9,10,285,2012.7866
826,world,tuesday,1,3,7,8,1177,2574.8301
916,business,tuesday,1,0,5,12,138,3163.0671
3300,tech,tuesday,0,12,8,10,622,3091.4568
1100,business,tuesday,2,1,4,12,538,2491.9077
1200,business,tuesday,0,1,4,7,464,2623.0608
16500,world,tuesday,0,1,8,12,4331,1990.507
534,world,tuesday,0,1,8,10,579,2495.1946
1200,world,tuesday,19,2,7,12,355,4037.5576
3200,world,tuesday,1,1,4,11,167,2809.7896
1300,world,tuesday,0,1,6,9,348,1917.3987
965,entertainment,tuesday,2,0,7,7,148,3193.9709
6200,lifestyle,tuesday,0,2,6,9,166,3660.405
705,world,tuesday,1,0,7,11,0,5479.7354
3800,business,tuesday,0,3,7,9,832,1946.7325
4400,world,tuesday,1,14,7,13,267,5143.9863
1100,lifestyle,tuesday,0,23,8,14,1092,4631.5332
1100,world,tuesday,0,1,5,12,362,2852.6416
4000,socialmedia,tuesday,0,3,5,9,573,3080.8757
1300,world,tuesday,0,3,8,12,391,2548.3997
1300,world,tuesday,0,1,3,8,602,2720.469
1400,tech,tuesday,0,4,7,7,999,2234.4111
921,world,tuesday,0,16,8,15,397,8248.4609
1600,lifestyle,tuesday,0,12,8,10,568,4765.2808
1100,entertainment,tuesday,0,5,7,13,666,3589.7468
4100,world,tuesday,1,1,9,8,459,2665.5928
1200,tech,tuesday,0,1,8,10,595,2455.8845
1400,tech,tuesday,0,1,7,13,333,2041.9075
1900,tech,tuesday,0,1,10,12,285,2959.8433
1300,world,tuesday,0,2,9,10,984,2791.5935
1100,tech,tuesday,0,1,9,10,721,3319.9688
12900,world,tuesday,2,2,10,10,1165,2835.3489
1400,world,tuesday,16,0,8,12,745,5227.0464
723,world,tuesday,2,2,10,9,682,1889.5811
4800,tech,tuesday,1,3,7,10,326,4119.5356
4400,world,tuesday,2,27,7,10,1481,2464.8518
2300,business,tuesday,0,1,4,10,208,4166.3521
2300,world,tuesday,2,1,8,9,148,4205.2607
6900,business,tuesday,2,2,10,9,1601,3345.9917
7700,business,tuesday,0,1,8,10,1173,2394.6196
782,lifestyle,tuesday,3,3,10,15,809,3914.5488
1100,business,tuesday,0,2,5,10,461,2804.5459
1300,socialmedia,tuesday,2,1,10,10,505,3471.8999
1100,world,tuesday,1,1,7,11,821,1222.2438
1000,tech,tuesday,1,1,9,8,318,2155.7859
1700,lifestyle,tuesday,1,1,7,9,287,2999.9351
1700,world,tuesday,0,2,7,11,507,2413.5293
1000,world,tuesday,4,7,7,13,1709,2189.0676
3900,tech,tuesday,0,1,5,14,307,2551.8079
1400,business,tuesday,1,0,8,16,207,3562.2876
847,world,tuesday,0,2,9,9,526,2687.429
2300,entertainment,tuesday,2,6,10,10,453,2886.3464
2600,socialmedia,tuesday,4,1,7,10,1557,2105.5537
16300,business,tuesday,0,1,9,7,1105,2480.7041
982,business,tuesday,0,0,3,12,156,3075.2998
919,world,tuesday,4,3,4,9,436,2388.3967
3500,world,tuesday,1,13,4,9,144,4618.2451
1800,world,tuesday,1,2,7,13,732,2191.0786
1200,world,tuesday,3,1,8,11,681,2525.3137
1600,lifestyle,tuesday,2,1,10,12,195,3139.9219
1300,socialmedia,tuesday,3,1,5,7,1158,3098.6462
3300,business,tuesday,0,1,8,9,736,3271.5811
1100,entertainment,tuesday,1,0,6,9,0,4086.9736
1300,world,tuesday,0,1,10,10,518,2548.0388
1700,socialmedia,tuesday,1,1,5,11,366,2548.9155
1200,tech,tuesday,0,2,6,14,296,2596.1951
1900,tech,tuesday,0,2,10,12,342,1913.0579
1100,business,tuesday,1,3,5,13,1085,2968.4468
1400,business,wednesday,0,2,7,10,377,2984.1665
1800,tech,wednesday,1,1,7,8,455,2786.4058
4400,world,wednesday,0,1,10,14,412,2398.0391
1900,world,wednesday,1,0,7,11,544,3576.6609
3500,tech,wednesday,0,5,9,10,1572,3114.9961
1600,world,wednesday,0,1,6,10,339,2797.0764
979,world,wednesday,0,1,6,8,487,2807.5623
1000,world,wednesday,3,12,7,12,281,4570.5112
1100,world,wednesday,0,1,6,10,522,2564.8552
5600,world,wednesday,2,1,10,13,1014,2506.3354
1300,entertainment,wednesday,0,14,6,10,1830,4829.4019
1200,world,wednesday,0,1,6,8,686,2235.3569
1100,world,wednesday,0,15,9,13,835,6639.4912
1300,entertainment,wednesday,3,5,8,15,1554,3236.3066
1000,world,wednesday,1,0,5,13,0,5203.4072
2700,business,wednesday,0,1,6,10,1032,2705.2158
5600,world,wednesday,1,1,6,13,505,2375.9146
3900,world,wednesday,1,3,5,11,315,2116.0435
1500,world,wednesday,4,2,3,9,349,2583.7644
802,world,wednesday,3,12,8,12,315,4872.7935
540,world,wednesday,4,1,6,9,473,2343.7119
1800,socialmedia,wednesday,0,8,8,15,292,1901.79
956,business,wednesday,0,2,4,7,459,3125.48
1500,business,wednesday,0,2,4,14,605,3125.48
4000,world,wednesday,0,13,9,7,733,3200.3167
3900,entertainment,wednesday,1,1,4,7,235,3012.8765
965,tech,wednesday,2,1,8,14,305,2399.6201
20000,world,wednesday,0,3,6,12,731,2439.7334
7400,world,wednesday,1,2,9,13,438,4337.0869
858,business,wednesday,0,1,4,13,162,2145.9153
